"Shipment Date","Matching Fields","Consignee","Consignee Full Address","Consignee Email 1","Consignee Phone 1","Consignee Website 1","Consignee Profile","Consignee Trade Roles","Shipper","Shipper Full Address","Shipper Email 1","Shipper Phone 1","Shipper Website 1","Shipper Profile","Shipper Trade Roles","Notify Party","HS Code","Goods Shipped","Volume (TEU)","Gross Weight (kg)"
"2021-04-29","Shipper (Original Format); Shipper","Jiangsu Xingda Steel Tyre Cord Co.","China","","","","https://panjiva.com/Jiangsu-Xingda-Steel-Tyre-Cord-Co/87862140","Manufacturer","Sumitomo Rubber Do Brasil Ltda","Av. Francisco Ferreira da Cruz, 4656 - Eucaliptos, Fazenda Rio Grande - PR, Brazil","","","","https://panjiva.com/Sumitomo-Rubber-Do-Brasil-Ltda/39281728","","JIANGSU XINGDA STEEL TYRE CORD CO LTD","00330000","1 X 40 CONTAINERS CONTAINING 56 PACKAGES OF PLASTIC SKIDS METAL SPOOLS PLASTIC SEPARATORS (PLASTIC SKIDS) (METAL SPOOLS) (PLASTIC SEPARATORS)","2","9524"
"2021-04-28","Consignee; Consignee (Original Format)","Dow","3, Intiland Tower, Jl. Jend. Sudirman No.32, RW.2, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia","","","","https://panjiva.com/Dow/91538128","","Rohm And Haas Quimica Ltda","AVENIDA PRES HUMBERTO A C B 3200 RIO A BAIXO - JACAREI - SP - 12321150","","","","https://panjiva.com/Rohm-And-Haas-Quimica-Ltda/39278721","Manufacturer","DOW","39069019","1 X 20 CONTAINERS CONTAINING 18 PALLET OF ACRYSOL TM RM-7 RHEOLOGY MODIFIER","1","16315"
"2021-04-28","Consignee; Consignee (Original Format)","Dow Group","Priority Enterprise Park, Cardiff Rd, Barry CF63 2BG, United Kingdom","","","","https://panjiva.com/Dow-Group/63402679","Manufacturer, Wholesale","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","PA-263, Breu Branco - PA, 68488-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46252835","Manufacturer","DOW","28046900","12 X 20 CONTAINERS CONTAINING 12 OF DOWSIL SILICONMETAL DOWSIL SILICONMETAL","12","300000"
"2021-04-28","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","PA-263, Breu Branco - PA, 68488-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46252835","Manufacturer","DOW","28046900","16 X 20 CONTAINERS CONTAINING 16 OF SILICON METAL DOWSIL R SILICON METAL","16","360000"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","12 X 20 CONTAINERS CONTAINING 12 OF DOWSIL ( R SILICON METAL","12","302399.99"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","39069019","1 X 20 CONTAINERS CONTAINING 7 PALLET OF ACUSOL TM POLYMER PLASTIC DRUM","1","6345"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","34029029","1 X 40 CONTAINERS CONTAINING 30 PALLET OF DEMTROL TM D-7623 DEMULSIFIER STEEL DRUM DRUM ETHYLB ENZENE","2","25720"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","6 X 20 CONTAINERS CONTAINING 6 PACKAGES OF SILICIO METALICO E","6","151200"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","10 X 20 CONTAINERS CONTAINING 10 BLOCKS OF DOWSIL SILICON METAL","10","252000"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","12 X 20 CONTAINERS CONTAINING 12 OF DOWSIL SILICONMETAL","12","302399.99"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","34029029","1 X 40 CONTAINERS CONTAINING 30 PALLET OF DEMTROL TM D-7623 DEMULSIFIER STEEL DRUM ETHANOL ETHYLB ENZENE","2","25720"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","34029029","1 X 40 CONTAINERS CONTAINING 30 PALLET OF DEMTROL TM D-7623 DEMULSIFIER STEEL DRUM ETHANOL ETHYLB ENZENE","2","25720"
"2021-04-27","Shipper (Original Format); Shipper","Neumaticos Y Llantas Del Pacifico Ltda","Conchalí, Conchali, Santiago Metropolitan Region, Chile","","","","https://panjiva.com/Neumaticos-Y-Llantas-Del-Pacifico-Ltda/87862406","","Sumitomo Rubber Do Brasil Ltda","Av. Francisco Ferreira da Cruz, 4656 - Eucaliptos, Fazenda Rio Grande - PR, Brazil","","","","https://panjiva.com/Sumitomo-Rubber-Do-Brasil-Ltda/39281728","","NEUMATICOS Y LLANTAS DEL PACIFICO LTDA","40111000","5 X 40 CONTAINERS CONTAINING 4437 UNIT OF DUNLOP NEW TYRES FALKEN NEW TYRES","10","44211"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","12 X 20 CONTAINERS CONTAINING 12 OF DOWSIL R SILICON METAL","12","302399.99"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","6 X 20 CONTAINERS CONTAINING 6 OF DOWSIL (R) SILICON METAL","6","151200"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","34029029","1 X 40 CONTAINERS CONTAINING 30 PALLET OF DEMTROL TM D-7623 DEMULSIFIER STEEL DRUM ETHANOL ETHYLB ENZENE","2","26712"
"2021-04-27","Consignee; Consignee (Original Format)","Dow Group","2651 SALZBURG RB S SAGINAW RD - MIDLAND - MI - 0","","","","https://panjiva.com/Dow-Group/63403190","","Palmyra Do Brasil Ind Com De Silicio Metalico Recursos","BR-499, Santos Dumont - MG, 36240-000, Brazil","","","","https://panjiva.com/Palmyra-Do-Brasil-Ind-Com-De-Silicio-Metalico-Recursos/46399262","Manufacturer","DOW","28046900","10 X 20 CONTAINERS CONTAINING 10 BLOCKS OF DOWSIL SILICON METAL","10","252000"
"2021-04-27","Shipper (Original Format); Shipper","Pbb Polisur Srl","Cecilia Grierson 355, C1107 CABA, Argentina","","","","https://panjiva.com/Pbb-Polisur-Srl/62916319","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","PBB POLISUR SRL","34029029","1 X 40 CONTAINERS CONTAINING 30 PALLET OF DEMTROL TM D-7623 DEMULSIFIER STEEL DRUM ETHANOL ETHYLBENZENE","2","25752"
"2021-04-26","Consignee; Consignee (Original Format)","Dow Group","Priority Enterprise Park, Cardiff Rd, Barry CF63 2BG, United Kingdom","","","","https://panjiva.com/Dow-Group/63402679","Manufacturer, Wholesale","Ligas De Aluminio Sa Liasa","Avenida Doutor José Patrus de Souza, 1000 - Industrial, Pirapora - MG, 39270-000, Brazil","","","","https://panjiva.com/Ligas-De-Aluminio-SA-Liasa/36032914","Manufacturer","DOW","28046900","20 X 20 CONTAINERS CONTAINING 20 OF SOLID,GRANULAR PARTICLES-GRAIN SILICON METAL LUMP","20","540000"
"2021-04-26","Consignee; Consignee (Original Format)","Petroquimica Dow S.A.","Av. Américo Vespucio Sur 100, PISO 6, Las Condes, Región Metropolitana, Chile","","","","https://panjiva.com/Petroquimica-Dow-S-A/87851605","","Rohm And Haas Quimica Ltda","AVENIDA PRES HUMBERTO A C B 3200 RIO A BAIXO - JACAREI - SP - 12321150","","","","https://panjiva.com/Rohm-And-Haas-Quimica-Ltda/39278721","Manufacturer","PETROQUIMICA DOW SA","35069110","1 X 40 CONTAINERS CONTAINING 8 PALLET OF ROBOND TM CS 1005 BR","2","6758"
"2021-04-25","Consignee; Consignee (Original Format)","Adama Makhteshim Ltd.","Tel Aviv-Yafo, Israel","","","","https://panjiva.com/Adama-Makhteshim-Ltd/87857131","","Oxiteno Sa Industria & Comercio","R BENZENO 1 065 POLO INDUSTRIAL DE C - CAMACARI - BA - 42816120","","","","https://panjiva.com/Oxiteno-SA-Industria-Comercio/71674887","Manufacturer","ADAMA MAKHTESHIM LTD","34021300","1 X 20 CONTAINERS CONTAINING 20 PALLET OF SURFOM CE 1299","1","19572"
"2021-04-24","Consignee; Consignee (Original Format)","Dow Group","Dg. 92 #17a-42 PISO 7, Bogotá, Colombia","","","","https://panjiva.com/Dow-Group/63405063","Wholesale","Rhodia Brasil Sa","Av. Caetano de Abreu, Itatiba - SP, Brazil","","","","https://panjiva.com/Rhodia-Brasil-SA/77605629","Manufacturer","DOW","34029029","2 X 20 CONTAINERS CONTAINING 36 PALLET OF AGRHOSPEC HT 2009 IBC ENVIRONMENTALLY   HAZARDOUS SUBSTANCE, LIQUID, N.O.S.   (POTASSIUM MONOCHLOROACETATE, DODECYLDIMETHYLAMINE","2","38160"
"2021-04-23","Shipper (Original Format); Shipper","Aarti Industries Ltd.","71, 2nd Floor, Udyog Kshetra, Mulund Goregaon Link Road, Mulund West, Mumbai, Maharashtra 400080, India","","","","https://panjiva.com/Aarti-Industries-Ltd/63402489","","Adama Brasil S/A","R. Pedro Antônio de Souza, 400 - Eucaliptos, Londrina - PR, 86031-610, Brazil","","+55 43 3371 9013","","https://panjiva.com/Adama-Brasil-S-A/35265027","Manufacturer","AARTI INDUSTRIES LTD","86090000","1 X 20 CONTAINERS CONTAINING 1 TANK OF RESIDUE-LAST CONTAINED  OF DIMETHYL SULPHATE DIMETIL SULFATO (SULFATO DE DIMETILA).","1","1"
"2021-04-23","Consignee; Consignee (Original Format)","Sumitomo","898 Xinling Rd, Pudong Xinqu, Shanghai Shi, China, 201209","","","","https://panjiva.com/Sumitomo/71210751","Manufacturer","Louis Dreyfus Co. Brasil Sa","Florida, USA","","","","https://panjiva.com/Louis-Dreyfus-Co-Brasil-SA/41674218","Manufacturer","SUMITOMO","09011110","1 X 20 CONTAINERS CONTAINING 320 BAGS OF GREEN COFFEE CROP 20,21","1","19360"
"2021-04-22","Shipper (Original Format); Shipper","Neuma Center Peru Sociedad Anonima Necper","Industrial 0, Tacna, Peru","","","","https://panjiva.com/Neuma-Center-Peru-Sociedad-Anonima-Necper/39897162","Manufacturer","Sumitomo Rubber Do Brasil Ltda","Av. Francisco Ferreira da Cruz, 4656 - Eucaliptos, Fazenda Rio Grande - PR, Brazil","","","","https://panjiva.com/Sumitomo-Rubber-Do-Brasil-Ltda/39281728","","NEUMA CENTER PERU SOCIEDAD ANONIMA NECPER","40111000","4 X 40 CONTAINERS CONTAINING 2000 UNIT OF DUNLOP TIRES","8","34430"
"2021-04-22","Shipper (Original Format); Shipper","Importadora Llantax Ltda","Chile","","","","https://panjiva.com/Importadora-Llantax-Ltda/87857479","Trading Company","Sumitomo Rubber Do Brasil Ltda","Av. Francisco Ferreira da Cruz, 4656 - Eucaliptos, Fazenda Rio Grande - PR, Brazil","","","","https://panjiva.com/Sumitomo-Rubber-Do-Brasil-Ltda/39281728","","IMPORTADORA LLANTAX LTDA","40111000","1 X 40 CONTAINERS CONTAINING 642 UNIT OF DUNLOP & FALKEN TYRES","2","8983"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow Group","Dg. 92 #17a-42 PISO 7, Bogotá, Colombia","","","","https://panjiva.com/Dow-Group/63405063","Wholesale","Dow Agrosciences Industrial Ltda","Avenida Pres. Humberto Castelo Branco, 3200 - Conj. Hab. Marinho, Jacareí - SP, 12321-150, Brazil","","","","https://panjiva.com/Dow-Agrosciences-Industrial-Ltda/44908654","","DOW","38089293","1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 PALLET OF MANCOZEB TECHNICAL   FUNGICIDE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOL   ID N.O.S (MANCOZEB)","3","33705"
"2021-04-21","Consignee","Upl Costa Rica Sociedad Anonima","Del puente del rio Virilla, 100m Norte, 400m Oeste. A mano derecha, Calle Potrerillos, Provincia de Alajuela, San Rafael, Costa Rica","","","","https://panjiva.com/Upl-Costa-Rica-Sociedad-Anonima/33370361","","Cargill Agricola Sa","Rua Will Cargill, 880 - Distrito Industrial, Uberlândia - MG, 38402-350, Brazil","","","","https://panjiva.com/Cargill-Agricola-SA/38551696","Manufacturer","UL COSTA RICA SCC SA","35051000","1 X 40 CONTAINERS CONTAINING 18 PALLET OF AMIDO STABTEX SC","2","20380"
"2021-04-21","Consignee","Upl Costa Rica Sociedad Anonima","Del puente del rio Virilla, 100m Norte, 400m Oeste. A mano derecha, Calle Potrerillos, Provincia de Alajuela, San Rafael, Costa Rica","","","","https://panjiva.com/Upl-Costa-Rica-Sociedad-Anonima/33370361","","Cargill Agricola Sa","Rua Will Cargill, 880 - Distrito Industrial, Uberlândia - MG, 38402-350, Brazil","","","","https://panjiva.com/Cargill-Agricola-SA/38551696","Manufacturer","UL COSTA RICA SCC SA","35051000","1 X 40 CONTAINERS CONTAINING 18 PALLET OF AMIDO STABTEX","2","20380"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow","Mexico","","","","https://panjiva.com/Dow/75951492","","Dow Brasil Sudeste Industrial Ltda","ROD JORNALISTA FRANCISCO AGUIRRE PROENCA CHACARAS ASSAY - HORTOLANDIA - SP - 13186903","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38774856","","DOW","39100012","1 X 40 CONTAINERS CONTAINING 18 PALLET OF DOWSILTM CE-1788 POE EMULSION","2","14612"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow Group","United States","","","","https://panjiva.com/Dow-Group/87853740","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","DOW","39072039","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF D-GLUCITOL, PROPOXYLATED - SORBITOL, PROPYLENE OXIDE POLYOL","2","21990"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow Group","United States","","","","https://panjiva.com/Dow-Group/87853740","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","DOW","39072039","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF D-GLUCITOL, PROPOXYLATED - SORBITOL, PROPYLENE OXIDE POLYOL","2","21960"
"2021-04-21","Consignee","Upl Costa Rica Sociedad Anonima","Del puente del rio Virilla, 100m Norte, 400m Oeste. A mano derecha, Calle Potrerillos, Provincia de Alajuela, San Rafael, Costa Rica","","","","https://panjiva.com/Upl-Costa-Rica-Sociedad-Anonima/33370361","","Unilever Brasil Industrial Ltda","Av. Indústrias, 315 - Distrito Industrial Benedito Storani, Vinhedo - SP, 13280-000, Brazil","","+55 19 3309 8414","","https://panjiva.com/Unilever-Brasil-Industrial-Ltda/26522406","Manufacturer","UL COSTA RICA SCC SA","00330000","1 X 40 CONTAINERS CONTAINING 20 PALLET OF 6.871,000 CASES REXONA DEO ROLLON V8 6X30ML 3.997,000 CASES DOVE DEO ROLLON CUIDADO TOTAL 6X30ML EXP 264,000 CASES DOVE AC OLEO NUTRICION 12X200ML 959,000 CASES DOVE JAB CUIDA PROTEGE 48X90G 174,000 CASES DOVE JAB CUIDA PROTEGE 48X135G","2","10662"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow Group","Dg. 92 #17a-42 PISO 7, Bogotá, Colombia","","","","https://panjiva.com/Dow-Group/63405063","Wholesale","Dow Agrosciences Industrial Ltda","Avenida Pres. Humberto Castelo Branco, 3200 - Conj. Hab. Marinho, Jacareí - SP, 12321-150, Brazil","","","","https://panjiva.com/Dow-Agrosciences-Industrial-Ltda/44908654","","DOW","38089293","2 X 40 CONTAINERS CONTAINING 80 PALLET OF MANCOZEB TECHNICAL   FUNGICIDE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOL   ID N.O.S (MANCOZEB)","4","44940"
"2021-04-21","Shipper Address (Original Format)","Grallco Sas","Colombia","","","","https://panjiva.com/Grallco-Sas/87856884","","Completa Industria E Comercio De Produtos Ceramicos Ltd.","AVENIDA ANTONIO BAYER 669 GALPAO CENTRO - TIJUCAS - SC - 0","","","","https://panjiva.com/Completa-Industria-E-Comercio-De-Produtos-Ceramicos-Ltd/104749141","","GRALLCO SAS","94030000","1 X 40 CONTAINERS CONTAINING 1395 CARTONS OF FURNITURE","2","25199"
"2021-04-21","Shipper (Original Format); Consignee; Shipper; Consignee (Original Format)","Dow Group","United States","","","","https://panjiva.com/Dow-Group/87853740","","Dow Brasil Sudeste Industrial Ltda","Via Santos Dumont, 4444 - Jardim Conceicaozinha (Vicente de Carvalho), Guarujá - SP, 11460-902, Brazil","","","","https://panjiva.com/Dow-Brasil-Sudeste-Industrial-Ltda/38003540","Manufacturer","DOW","39072039","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF D-GLUCITOL, PROPOXYLATED - SORBITOL, PROPYLENE OXIDE POLYOL","2","22000"
